S	1000	0	50	200	0	0	0	0	60	300	200	0	0	1840	100	2750	300	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	57	48	48	46	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
Z	1000	60	50	200	0	0	0	0	30	200	70	0	0	1840	75	2750	270	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	57	48	48	46	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
p	1000	0	50	200	0	0	0	0	60	400	300	0	0	1100	150	2150	220	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	63	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
b	1000	60	50	200	0	0	0	0	0	200	60	0	0	1100	110	2150	130	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	63	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
m	1000	60	50	200	0	0	0	0	0	480	40	0	0	1270	200	2130	200	3250	200	3700	200	4990	500	270	90	450	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
t	1000	0	50	200	0	0	0	0	60	400	300	0	0	1600	120	2600	250	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	30	45	57	63	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
t|	100	60	50	200	0	0	0	0	1	400	300	0	0	1600	120	2600	250	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	30	45	57	63	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
d	1000	60	50	200	0	0	0	0	60	200	60	0	0	1600	100	2600	170	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	47	60	62	60	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
d|	100	1	50	200	0	0	0	0	0	200	60	0	0	1600	100	2600	170	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	47	60	62	60	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
n	1000	60	50	200	0	0	0	0	0	480	40	0	0	1340	300	2470	300	3250	200	3700	200	4990	500	270	90	450	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
l	1000	60	50	200	0	0	0	0	0	310	50	0	0	1050	100	2880	280	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
tS	1000	0	50	200	0	0	0	0	60	350	200	0	0	1800	90	2820	300	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	44	60	53	53	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
dZ	1000	60	50	200	0	0	0	0	30	260	60	0	0	1800	80	2820	270	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	44	60	53	53	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
j	1000	60	50	200	0	0	0	0	0	260	40	0	0	2070	250	3020	500	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
k	1000	0	50	200	0	0	0	0	60	300	250	0	0	1990	160	2850	330	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	53	43	45	45	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
g	1000	60	50	200	0	0	0	0	60	200	60	0	0	1990	150	2300	280	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	53	43	45	45	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
g|	100	1	50	200	0	0	0	0	0	200	60	0	0	1990	150	2300	280	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	53	43	45	45	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
N	100	60	50	200	0	0	0	0	0	300	60	0	0	2200	300	2350	300	3250	200	3700	200	4990	500	270	90	450	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
w	1000	60	50	200	0	0	0	0	0	290	50	0	0	610	80	2150	60	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
®	1000	60	50	200	0	0	0	0	0	310	70	0	0	1060	100	1380	120	3250	200	3700	200	4990	500	500	90	500	90	2150	180	2150	180	0	0	0	0	0	0	250	300	320	360	1500	0	60	60	60	60	0	0	0	0	0	
